instance_id,repo,coupling_label,complexity_label,modularity_label,coupling_criteria,complexity_criteria,modularity_criteria,fragment_count,parseable_fragment_pairs
matplotlib__matplotlib-21490,matplotlib/matplotlib,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,4,4
matplotlib__matplotlib-21542,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-21550,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-21559,matplotlib/matplotlib,0,0,0,,,,3,2
matplotlib__matplotlib-21568,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-21617,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-22711,matplotlib/matplotlib,0,0,0,,,,3,2
matplotlib__matplotlib-22719,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-22734,matplotlib/matplotlib,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary|reduced_apparent_responsibilities,2,2
matplotlib__matplotlib-22767,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-22815,matplotlib/matplotlib,0,0,0,,,,3,2
matplotlib__matplotlib-22835,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-22865,matplotlib/matplotlib,1,1,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_cyclomatic_complexity,,1,1
matplotlib__matplotlib-22883,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-22926,matplotlib/matplotlib,0,0,0,,,,5,3
matplotlib__matplotlib-22929,matplotlib/matplotlib,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,4,4
matplotlib__matplotlib-22931,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-22945,matplotlib/matplotlib,0,0,0,,,,3,1
matplotlib__matplotlib-22991,matplotlib/matplotlib,0,0,0,,,,4,2
matplotlib__matplotlib-23031,matplotlib/matplotlib,0,0,0,,,,4,3
matplotlib__matplotlib-23047,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23049,matplotlib/matplotlib,0,0,0,,,,5,1
matplotlib__matplotlib-23057,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-23088,matplotlib/matplotlib,0,0,0,,,,8,3
matplotlib__matplotlib-23111,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23140,matplotlib/matplotlib,0,0,0,,,,5,2
matplotlib__matplotlib-23188,matplotlib/matplotlib,0,0,0,,,,4,3
matplotlib__matplotlib-23198,matplotlib/matplotlib,0,0,1,,,increased_function_decomposition,7,6
matplotlib__matplotlib-23203,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23266,matplotlib/matplotlib,0,0,0,,,,4,2
matplotlib__matplotlib-23267,matplotlib/matplotlib,0,0,0,,,,6,3
matplotlib__matplotlib-23288,matplotlib/matplotlib,0,0,1,,,increased_function_decomposition|introduced_helper_function,4,4
matplotlib__matplotlib-23299,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-23314,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23332,matplotlib/matplotlib,0,0,0,,,,4,4
matplotlib__matplotlib-23348,matplotlib/matplotlib,0,0,0,,,,5,1
matplotlib__matplotlib-23412,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23476,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23516,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23562,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23563,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23573,matplotlib/matplotlib,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,53,34
matplotlib__matplotlib-23742,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-23913,matplotlib/matplotlib,0,0,0,,,,3,2
matplotlib__matplotlib-23964,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-23987,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-24013,matplotlib/matplotlib,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|reduced_apparent_responsibilities,20,19
matplotlib__matplotlib-24026,matplotlib/matplotlib,1,0,1,reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary,3,3
matplotlib__matplotlib-24111,matplotlib/matplotlib,0,0,1,,,increased_function_decomposition,5,3
matplotlib__matplotlib-24177,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-24189,matplotlib/matplotlib,0,0,0,,,,3,1
matplotlib__matplotlib-24224,matplotlib/matplotlib,0,0,1,,,moved_logic_behind_function_boundary,5,2
matplotlib__matplotlib-24250,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-24257,matplotlib/matplotlib,0,0,0,,,,8,3
matplotlib__matplotlib-24265,matplotlib/matplotlib,0,0,1,,,increased_function_decomposition|introduced_helper_function,3,1
matplotlib__matplotlib-24334,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-24362,matplotlib/matplotlib,1,1,1,reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,moved_logic_behind_function_boundary,1,1
matplotlib__matplotlib-24403,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-24431,matplotlib/matplotlib,0,0,0,,,,7,4
matplotlib__matplotlib-24538,matplotlib/matplotlib,0,0,0,,,,24,17
matplotlib__matplotlib-24604,matplotlib/matplotlib,0,0,0,,,,14,4
matplotlib__matplotlib-24619,matplotlib/matplotlib,1,1,0,reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,7,3
matplotlib__matplotlib-24627,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-24637,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-24691,matplotlib/matplotlib,0,0,0,,,,5,4
matplotlib__matplotlib-24749,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-24768,matplotlib/matplotlib,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_cyclomatic_complexity,increased_function_decomposition|introduced_helper_function|reduced_apparent_responsibilities,2,2
matplotlib__matplotlib-24849,matplotlib/matplotlib,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,7,5
matplotlib__matplotlib-24870,matplotlib/matplotlib,0,0,0,,,,5,4
matplotlib__matplotlib-24912,matplotlib/matplotlib,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,1,1
matplotlib__matplotlib-24970,matplotlib/matplotlib,0,1,0,,reduced_nesting_depth,,1,1
matplotlib__matplotlib-24971,matplotlib/matplotlib,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary,2,2
matplotlib__matplotlib-25027,matplotlib/matplotlib,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,15,7
matplotlib__matplotlib-25052,matplotlib/matplotlib,0,0,0,,,,3,1
matplotlib__matplotlib-25079,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-25085,matplotlib/matplotlib,0,0,0,,,,5,4
matplotlib__matplotlib-25122,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-25129,matplotlib/matplotlib,1,1,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,15,9
matplotlib__matplotlib-25281,matplotlib/matplotlib,0,0,0,,,,3,1
matplotlib__matplotlib-25287,matplotlib/matplotlib,0,0,0,,,,3,2
matplotlib__matplotlib-25311,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-25332,matplotlib/matplotlib,0,0,1,,,increased_function_decomposition|introduced_helper_function,1,1
matplotlib__matplotlib-25334,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-25340,matplotlib/matplotlib,1,0,1,reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary,2,2
matplotlib__matplotlib-25346,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-25404,matplotlib/matplotlib,1,0,1,reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary,8,6
matplotlib__matplotlib-25405,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-25425,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-25430,matplotlib/matplotlib,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,5,1
matplotlib__matplotlib-25442,matplotlib/matplotlib,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,3,3
matplotlib__matplotlib-25479,matplotlib/matplotlib,0,1,0,,reduced_cyclomatic_complexity,,2,1
matplotlib__matplotlib-25498,matplotlib/matplotlib,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,moved_logic_behind_function_boundary,2,1
matplotlib__matplotlib-25499,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-25515,matplotlib/matplotlib,0,0,1,,,increased_function_decomposition|introduced_helper_function,16,10
matplotlib__matplotlib-25551,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-25565,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-25631,matplotlib/matplotlib,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary|reduced_apparent_responsibilities,9,6
matplotlib__matplotlib-25667,matplotlib/matplotlib,0,0,0,,,,3,1
matplotlib__matplotlib-25712,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-25746,matplotlib/matplotlib,0,0,0,,,,5,5
matplotlib__matplotlib-25772,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-25775,matplotlib/matplotlib,0,1,1,,reduced_conditional_branches|reduced_cyclomatic_complexity,increased_function_decomposition,12,9
matplotlib__matplotlib-25779,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-25785,matplotlib/matplotlib,0,0,1,,,moved_logic_behind_function_boundary,4,2
matplotlib__matplotlib-25794,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-25859,matplotlib/matplotlib,0,0,0,,,,5,3
matplotlib__matplotlib-26011,matplotlib/matplotlib,0,1,0,,reduced_nesting_depth,,1,1
matplotlib__matplotlib-26020,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-26078,matplotlib/matplotlib,0,0,0,,,,12,7
matplotlib__matplotlib-26089,matplotlib/matplotlib,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary|reduced_apparent_responsibilities,4,1
matplotlib__matplotlib-26101,matplotlib/matplotlib,1,0,1,reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary,1,1
matplotlib__matplotlib-26113,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-26122,matplotlib/matplotlib,0,0,0,,,,6,2
matplotlib__matplotlib-26184,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-26278,matplotlib/matplotlib,0,0,0,,,,3,2
matplotlib__matplotlib-26285,matplotlib/matplotlib,0,0,0,,,,2,1
matplotlib__matplotlib-26291,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-26300,matplotlib/matplotlib,0,0,0,,,,1,1
matplotlib__matplotlib-26341,matplotlib/matplotlib,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,5,2
matplotlib__matplotlib-26342,matplotlib/matplotlib,0,0,0,,,,2,2
matplotlib__matplotlib-26466,matplotlib/matplotlib,0,0,0,,,,4,1
matplotlib__matplotlib-26469,matplotlib/matplotlib,0,0,0,,,,11,6
matplotlib__matplotlib-26472,matplotlib/matplotlib,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,,,3,3
matplotlib__matplotlib-26479,matplotlib/matplotlib,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,9,8
matplotlib__matplotlib-26532,matplotlib/matplotlib,0,0,0,,,,1,1
mwaskom__seaborn-2389,mwaskom/seaborn,0,0,1,,,moved_logic_behind_function_boundary,4,1
mwaskom__seaborn-2457,mwaskom/seaborn,0,0,0,,,,2,2
mwaskom__seaborn-2576,mwaskom/seaborn,0,0,1,,,increased_function_decomposition|moved_logic_behind_function_boundary,9,6
mwaskom__seaborn-2766,mwaskom/seaborn,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,14,11
mwaskom__seaborn-2813,mwaskom/seaborn,0,0,0,,,,3,1
mwaskom__seaborn-2846,mwaskom/seaborn,0,0,0,,,,3,2
mwaskom__seaborn-2853,mwaskom/seaborn,0,0,0,,,,1,1
mwaskom__seaborn-2979,mwaskom/seaborn,0,0,0,,,,4,2
mwaskom__seaborn-2996,mwaskom/seaborn,0,0,0,,,,5,4
mwaskom__seaborn-3069,mwaskom/seaborn,1,0,0,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,,4,3
mwaskom__seaborn-3187,mwaskom/seaborn,0,0,0,,,,2,2
mwaskom__seaborn-3190,mwaskom/seaborn,0,0,0,,,,1,1
mwaskom__seaborn-3202,mwaskom/seaborn,0,1,0,,reduced_cyclomatic_complexity,,4,3
mwaskom__seaborn-3216,mwaskom/seaborn,0,0,1,,,moved_logic_behind_function_boundary,2,1
mwaskom__seaborn-3217,mwaskom/seaborn,0,1,0,,reduced_conditional_branches|reduced_cyclomatic_complexity,,3,2
mwaskom__seaborn-3276,mwaskom/seaborn,0,0,0,,,,1,1
mwaskom__seaborn-3394,mwaskom/seaborn,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,6,5
mwaskom__seaborn-3407,mwaskom/seaborn,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,1,1
pallets__flask-4045,pallets/flask,0,0,0,,,,2,1
pallets__flask-4074,pallets/flask,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function,20,12
pallets__flask-4160,pallets/flask,0,0,0,,,,4,2
pallets__flask-4169,pallets/flask,0,0,0,,,,2,1
pallets__flask-4544,pallets/flask,0,0,0,,,,1,1
pallets__flask-4575,pallets/flask,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,7,5
pallets__flask-4642,pallets/flask,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,13,8
pallets__flask-4935,pallets/flask,0,0,0,,,,2,1
pallets__flask-5014,pallets/flask,0,0,0,,,,1,1
pallets__flask-5063,pallets/flask,0,0,0,,,,2,1
psf__requests-1142,psf/requests,0,0,0,,,,1,1
psf__requests-1327,psf/requests,0,0,1,,,moved_logic_behind_function_boundary,3,3
psf__requests-1339,psf/requests,0,0,0,,,,4,2
psf__requests-1537,psf/requests,0,0,0,,,,1,1
psf__requests-1635,psf/requests,0,0,0,,,,3,3
psf__requests-1657,psf/requests,0,0,0,,,,2,1
psf__requests-1689,psf/requests,0,0,0,,,,2,1
psf__requests-1713,psf/requests,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition|moved_logic_behind_function_boundary|reduced_apparent_responsibilities,4,4
psf__requests-1724,psf/requests,0,0,0,,,,2,2
psf__requests-1733,psf/requests,0,0,1,,,increased_function_decomposition|introduced_helper_function,2,2
psf__requests-1766,psf/requests,0,0,0,,,,2,2
psf__requests-1768,psf/requests,1,0,0,reduced_imported_modules,,,2,1
psf__requests-1776,psf/requests,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,7,7
psf__requests-1888,psf/requests,0,0,0,,,,2,1
psf__requests-1921,psf/requests,0,0,0,,,,1,1
psf__requests-1944,psf/requests,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,4,3
psf__requests-1962,psf/requests,0,0,0,,,,1,1
psf__requests-1963,psf/requests,0,0,0,,,,1,1
psf__requests-2148,psf/requests,0,0,0,,,,3,2
psf__requests-2153,psf/requests,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,6,6
psf__requests-2193,psf/requests,0,0,0,,,,2,1
psf__requests-2317,psf/requests,1,0,0,reduced_imported_modules,,,2,1
psf__requests-2413,psf/requests,0,0,0,,,,3,3
psf__requests-2466,psf/requests,0,0,0,,,,3,1
psf__requests-2617,psf/requests,0,0,0,,,,2,2
psf__requests-2674,psf/requests,0,0,0,,,,2,2
psf__requests-2678,psf/requests,0,0,1,,,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,44,31
psf__requests-2754,psf/requests,0,0,0,,,,5,3
psf__requests-2821,psf/requests,0,0,0,,,,2,2
psf__requests-2873,psf/requests,0,0,0,,,,2,1
psf__requests-3718,psf/requests,0,0,0,,,,1,1
psf__requests-3738,psf/requests,0,0,0,,,,1,1
psf__requests-4356,psf/requests,0,0,0,,,,4,2
psf__requests-4718,psf/requests,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_nesting_depth,increased_function_decomposition|reduced_apparent_responsibilities,2,2
psf__requests-5087,psf/requests,0,0,0,,,,3,2
psf__requests-5414,psf/requests,0,0,0,,,,1,1
psf__requests-774,psf/requests,0,0,0,,,,1,1
pydata__xarray-2905,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-2922,pydata/xarray,0,0,1,,,increased_function_decomposition|introduced_helper_function,6,4
pydata__xarray-3095,pydata/xarray,0,0,1,,,increased_function_decomposition,6,4
pydata__xarray-3156,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-3159,pydata/xarray,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,5,5
pydata__xarray-3239,pydata/xarray,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,32,10
pydata__xarray-3302,pydata/xarray,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,11,6
pydata__xarray-3338,pydata/xarray,0,0,0,,,,11,5
pydata__xarray-3520,pydata/xarray,1,0,0,reduced_imported_modules,,,5,4
pydata__xarray-3631,pydata/xarray,0,1,1,,reduced_nesting_depth,increased_function_decomposition,16,7
pydata__xarray-3635,pydata/xarray,0,0,0,,,,2,2
pydata__xarray-3637,pydata/xarray,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,reduced_apparent_responsibilities,2,2
pydata__xarray-3649,pydata/xarray,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,5,3
pydata__xarray-3677,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-3733,pydata/xarray,0,0,1,,,increased_function_decomposition|introduced_helper_function,9,5
pydata__xarray-3812,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-3905,pydata/xarray,0,0,1,,,increased_function_decomposition,3,2
pydata__xarray-3976,pydata/xarray,0,0,0,,,,2,1
pydata__xarray-3979,pydata/xarray,0,0,0,,,,2,2
pydata__xarray-3993,pydata/xarray,0,0,0,,,,5,1
pydata__xarray-4075,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-4094,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-4098,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-4182,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-4184,pydata/xarray,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|moved_logic_behind_function_boundary,8,4
pydata__xarray-4356,pydata/xarray,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,moved_logic_behind_function_boundary,1,1
pydata__xarray-4419,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-4423,pydata/xarray,0,0,0,,,,2,1
pydata__xarray-4442,pydata/xarray,0,0,0,,,,2,1
pydata__xarray-4510,pydata/xarray,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,28,7
pydata__xarray-4683,pydata/xarray,0,0,0,,,,8,2
pydata__xarray-4684,pydata/xarray,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,6,3
pydata__xarray-4687,pydata/xarray,0,0,0,,,,4,1
pydata__xarray-4750,pydata/xarray,0,0,0,,,,4,4
pydata__xarray-4758,pydata/xarray,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,9,4
pydata__xarray-4759,pydata/xarray,0,0,0,,,,16,5
pydata__xarray-4767,pydata/xarray,0,0,0,,,,7,4
pydata__xarray-4802,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-4879,pydata/xarray,0,0,1,,,reduced_apparent_responsibilities,8,5
pydata__xarray-4911,pydata/xarray,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,4,1
pydata__xarray-4939,pydata/xarray,0,0,1,,,increased_function_decomposition,4,2
pydata__xarray-4966,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-4994,pydata/xarray,0,0,0,,,,2,2
pydata__xarray-5033,pydata/xarray,0,0,0,,,,3,2
pydata__xarray-5126,pydata/xarray,0,0,0,,,,18,9
pydata__xarray-5131,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-5180,pydata/xarray,0,0,0,,,,5,4
pydata__xarray-5187,pydata/xarray,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,,increased_function_decomposition,10,6
pydata__xarray-5233,pydata/xarray,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,18,10
pydata__xarray-5362,pydata/xarray,0,0,0,,,,3,2
pydata__xarray-5365,pydata/xarray,0,0,0,,,,4,3
pydata__xarray-5455,pydata/xarray,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,20,17
pydata__xarray-5580,pydata/xarray,0,0,0,,,,4,2
pydata__xarray-5662,pydata/xarray,0,0,1,,,increased_function_decomposition|introduced_helper_function|reduced_apparent_responsibilities,7,6
pydata__xarray-5731,pydata/xarray,1,0,1,reduced_fan_out,,increased_function_decomposition,4,4
pydata__xarray-6135,pydata/xarray,1,0,0,reduced_imported_modules,,,17,3
pydata__xarray-6386,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-6394,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-6400,pydata/xarray,0,0,0,,,,8,3
pydata__xarray-6548,pydata/xarray,0,0,1,,,increased_function_decomposition,3,2
pydata__xarray-6598,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-6599,pydata/xarray,0,0,0,,,,2,1
pydata__xarray-6601,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-6744,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-6798,pydata/xarray,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,9,7
pydata__xarray-6804,pydata/xarray,0,0,1,,,increased_function_decomposition|introduced_helper_function,6,3
pydata__xarray-6857,pydata/xarray,0,0,0,,,,2,2
pydata__xarray-6882,pydata/xarray,0,0,0,,,,2,1
pydata__xarray-6889,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-6938,pydata/xarray,0,0,0,,,,6,4
pydata__xarray-6971,pydata/xarray,0,0,0,,,,20,11
pydata__xarray-6992,pydata/xarray,0,0,1,,,increased_function_decomposition|introduced_helper_function,8,5
pydata__xarray-6999,pydata/xarray,0,0,0,,,,3,1
pydata__xarray-7003,pydata/xarray,0,0,0,,,,2,2
pydata__xarray-7019,pydata/xarray,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,132,76
pydata__xarray-7052,pydata/xarray,1,0,1,reduced_imported_modules,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,70,34
pydata__xarray-7089,pydata/xarray,0,0,0,,,,14,5
pydata__xarray-7101,pydata/xarray,0,0,0,,,,2,1
pydata__xarray-7105,pydata/xarray,1,0,1,reduced_fan_out,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,14,4
pydata__xarray-7112,pydata/xarray,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,16,12
pydata__xarray-7120,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-7179,pydata/xarray,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|moved_logic_behind_function_boundary,113,91
pydata__xarray-7203,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-7229,pydata/xarray,0,0,0,,,,2,1
pydata__xarray-7233,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-7347,pydata/xarray,0,0,0,,,,2,1
pydata__xarray-7393,pydata/xarray,0,0,0,,,,1,1
pydata__xarray-7400,pydata/xarray,0,0,0,,,,9,3
